organisationsnummer,leverantör
5565068581,SOS INTERNATIONAL SWEDISH BRANCH AB
5567177331,SOTNINGSTJÄNST I VÄST AB
5569220014,SOUNDTRACK YOUR BRAND
5564646874,SP SVERIGES TEKNISKA FORSKNINGSINSTITUT
2021005745,SPECIALPEDAGOGISKA SKOLMYNDIGHETEN
5562846674,SPECTRUM CASES
5568061161,SPECTRUM SOLUTIONS AB
5569372385,SPEED STACKS SVERIGE
5560796871,SPENDRUPS BRYGGERI AB
5565467122,SPINIT
5564247749,SPLIT VISION AB / KALAS & CO
5564294170,SPONSRINGSFÖRENINGEN SERVICE AB
5562211820,SPORRONG AB
,SPORTKONSULT GÖRAN ANDERSSON
5566216924,SPORTLIFE GYM & BAD I VÄST AB
5565399747,SPORTLIFE MW AB
5561885574,SPORTSON I GÖTEBORG AB
5569656571,SPOTON HOSTEL & SPORTSBAR
5567628044,SPRINGCONF AB
5566291513,SPRÅKSERVICE SVERIGE AB
5567094379,SPRÅKTIDNINGEN I SVERIGE AB
5568838899,SPÄRRFELT IN VÄST AB/ICA NÄRA HEDEN
5563396794,SS BILBEHÖR AB
5560249236,SSF STÖLDSKYDDSFÖRENINGEN
8572014788,ST.LUKAS I GÖTEBORG
5563085942,ST1 SVERIGE AB
5562491216,STADIUM OULET AB
5562364397,STADIUM SWEDEN AB
8024260195,STADSMISSIONEN
5569206294,STAFSINGE HVB OCH UTREDNINGSHEM AB
5567836423,STAHLCON AB C/O STÅHLBERG
,STALL ADAM
5562201052,STAMPEN LOCAL MEDIA
5562201052,STAMPEN LOCAL MEDIA AB (FB)
5569277394,STAMPENS CAFE AB
5590081294,STANDARD SYSTEM ALTIKON AB
5564352515,STANDERTHS MÅLERI AB
5560760737,STANLEY SECURITY SVERIGE AB
5560913591,STAPLES SWEDEN AB
5566475900,STAR BOWLING/CONCILIANCE AB
2021004953,STATENS HISTORISKA MUSEER
2021004508,STATENS INSTITUTIONSSTYRELSE SIS
2021000928,STATENS TJÄNSTEPENSIONSVERK (TR)
5560203282,STATOIL DETALJIST AB
5560006834,STATOIL FUEL & RETAIL SVERIGE AB
5560203282,STATOIL STATOIL GASKLOCKAN
5566072137,STAVDAL LIFT AB
5562632652,STEAB STAINLESS ENGINEERING AB
5561289843,STEENS TRANSPORT & ENTREPENAD
,STEFAN BERGMAN MUSIK
5566278627,STEFAN SANNER PSYKOLOGKONSULT
9697765981,STEG 1 STÖD OCH OMSORG
5566035001,STEGET GÖTEBORG AB
5567822712,STEGET VIDARE AB
5560936279,STENA FASTIGHETER VÄST AB
9696768648,STENA FASTIGHETER/LÖVGÄRDET BUSIN
5561321752,STENA RECYCLING AB
5560775925,STENA STÅL AB
5568229719,STENSÄTTNING ABJ ENTREPRENAD AB
9696687335,STENUNGSUNDS ENTREPR. BYGGEN KB
2120001298,STENUNGSUNDS KOMMUN
5561348946,STF ING. UTBILDNING AB
5565305090,STF VANDRARHEM STIGBERGSLIDEN
5561678888,STF-SVENSKA TEXTILFILTER AB
8533006899,STIFT TOBIASGÅRDEN
8572019621,STIFT. ÅLDERDOMSHEMMET I GBG
8024254248,STIFTELSEN CASA MONTESSORI FÖRSKOLA
8533008291,STIFTELSEN FREDKULLAGÅRDEN
8024087622,STIFTELSEN FRIENDS - ELEVER MOT MOBBNING (FB)
8575015089,STIFTELSEN FÖR BYGGANDETS MANAGEM
8024256417,STIFTELSEN FÖR SVENSKA RÅDET FÖR HLR
8572006438,STIFTELSEN GGBS STUDENTBOSTÄDER
8572069915,STIFTELSEN GYLLENKROKEN
8572059197,STIFTELSEN GÖTEBORGS HÖGRE SAMSKOLA
8572006453,STIFTELSEN GÖTEBORGS SJUKHEM
8572067133,STIFTELSEN GÖTEBORGSMUSIKEN
8020111582,STIFTELSEN KFUM SÖDER FRYSHUSET
8533010537,STIFTELSEN MONTESSORI FÖR ALLA BARN
8572069972,STIFTELSEN NEUBERGHSKA ÅLDERDOMSHEMMET
8185009522,STIFTELSEN NORDIA
8572022138,STIFTELSEN OTIUM
8020059401,STIFTELSEN UNGA KVINNORS VÄRN
5566127444,STJÄRNDISTRIBUTION AB
7696033930,Stjärnor
8020082122,STOCKHOLMS LÄNS BLÅSARSYMFONIKER
2120000142,STOCKHOLMS STAD HÄGERSTEN-LILJEHOLMENS STADSDEL
8020031954,STOCKHOLMS STADSMISSION
9165634750,STOCKHOLMSGATANS KONDITORI
8635003216,STORA LUNDY SCOUTKÅR C/O MONIKA ÖSTAN
,STORARTAD FÖRLAG & MARKNADSFÖRING (FB)
5560620220,STOREL AB
5568526601,STORKÖKET I GÖTEBORG AB
5566828033,STORKÖKSINNOVATIONER (FB)
8572047077,STORÅS RIDKLUBB
5560599739,STR SERVICE AB
5566623962,STRANDSKA UTVECKLINGSHUSET AB
5568450711,STRANDTAPPEN AB
5566583539,STRIKE & CO I GÖTEBORG AB
5567470181,STRUCTOR MILJÖ GÖTEBORG AB
5561029843,STRÅLFORS SVENSKA AB
,STRÖDE KULTURPRODUKTION
5566118609,STRÖMAN MASKIN AB
5560515818,STRÖMMA TURIST O SJÖFART AB
5565302071,STRÖMS ELINSTALLATIONER AB
5567980676,Ströms Slott AB
5566410253,STUBBEN HVB AB
5567061758,STUDCAT RESTAURANG AB C/O SVALANDER
5569256646,STUDENTHÄFTET SVERIGE AB
5563356137,STUDENTLITTERATUR AB
5566521653,STUDENTUM AB
5569680134,STUDENTVIKARIE SVERIGE AB
8572021296,STUDIEFÖRBUNDET VUXENSKOLAN
7696282222,STUDIO SKOGEN
5566512157,STURE OCH MATS EL&AUTOMATION
8250013003,STYLIST- OCH FRISÖRLÄRARFÖRBUNDET (FB)
7572021165,STYRSÖ KONSUMTIONSFÖRENING
5566285416,STYRSÖ LIVSMEDEL AB
7179053587,STYRSÖ VÄGFÖRENING
5561284497,STYRSÖBOLAGET
5561984286,STÅL & HYR
5564915352,STÄDBOLAGET I GÖTEBORG AB
5565001350,STÄDKEDJAN (FB)
5560682238,STÄNGSELBOLAGET AB
5569565921,STÖDUM AB
5566571443,STÖRNINGSJOUREN I GÖTEBORG AB
,SUBJEKTOBJEKT C/O JOHANA BERNHARDSO
5564369972,SUBMANS FASTFOOD AB
5567966444,SULTANA AB/SPELEXPERTEN.COM
5565267910,SULZER PUMPS SWEDEN AB
5565836342,SUM TEKNIK AB
5569670903,SUND MANAGEMENT AB
2120000175,SUNDBYBERGS STAD
5568639537,SUNDING IT AB
,SUNEDAHL TEKNIK
9697417500,SUNES FIK V&B KONDITORI HB
SAKNAS,SURFTOWN
5565628343,SUSANNE TURESSON HANDLEDNING AB
9585001796,SV VÄSTRA GÖTALAND
5569837296,SVAAPP AB
5561245050,SVAGSTRÖMSMONTAGE
2120000993,SVALÖVS KOMMUN
5564892924,SVEA EKONOMI AB
5562141423,SVEA INKASSO AB
5563703205,SWEAENERGI
5568498504,SVEAS SVENSKA FÖR ALLA AB
5561730606,SWECO ARCHITECTS AB
5565070868,SWECO CIVIL AB
5563460327,SWECO ENVIROMENT AB
5563412476,SWECO INDUSTRY AB
5561400283,SWECO MANAGEMENT AB
5563377364,SWECO POSITION AB
5567679849,SWECO RAIL AB
5569491698,SWECO SOCIETY AB
5561409557,SWECO STRUCTURES AB
5560309733,SWECO SYSTEMS AB
2021003815,SWEDAC
5020177753,SWEDBANK AB
5567242341,SWEDEN CONFERENCE GROUP AB
5562654011,SWEDEN MEETX AB
5562654011,SWEDEN MEETX AB (FB)
5565565925,SWEDISH FILM  AB
5561276188,SWEDOL AB
5568806342,SWEETSŽN CIGARS SVERIGE AB
5560778465,SWEGON AB
,SVEN-ERIC ALBORN PSYKOLOGKONSULT
,SVENIASS
2120001512,SVENLJUNGA KOMMUN
5562870633,SVENSK BLOMDISTRIBUTION BLOMSAM AB
5561990143,SVENSK BRAND- OCH SÄKERHETSCERTIFIERING AB
5560339938,SVENSK BYGGTJÄNST
5567914071,SVENSK CERTIFIERING NORDEN AB
5561043265,SVENSK ENERGI-SWEDENERGY-AB (FB)
5563475416,SVENSK FACKLITTERATUR AB
5562076660,SVENSK JORDELIT AB
5564122983,SVENSK KOLLEKTIVTRAFIK SERVICE AB
5567574636,SVENSK KVALITETSSANERING AB
5560909169,SVENSK LANTBRUKSTTJÄNST AB
5564204823,SVENSK MARKSERVICE AB
5590341771,SVENSK PERSONTRANSPORT AB
5567303192,SVENSK SCENKONST SERVICEBOLAG AB
5561381871,SVENSK SLÖJD AB TIDSKRIFTEN HEMSLÖJDEN
5566723804,SVENSK STORKÖKSSERVICE AB (FB)
5561139642,SVENSK VÄXTMILJÖ AB
5568295470,SVENSKA AKUTGRUPPEN AB
8152008606,SVENSKA ASSITEJ
5564647260,SVENSKA BAD I LERUM AB
5565478012,SVENSKA BATTERILAGRET
5567817332,SVENSKA BYGGDIREKTIV I VÄST AB
9020043619,SVENSKA DAGBLADET (FB)
8020170315,SVENSKA DYSLEXIFÖRENINGEN
8020057298,SVENSKA DÖVIDROTTSFÖRBUNDET
5566821368,SVENSKA FASTIGHETSBOXAR
8020041748,SVENSKA FILMINSTITUTET
5565164588,SVENSKA FÖRBUNDET FÖR KVALITET SFK
5566189188,SVENSKA HÄLSOPROMOTIONGRUPPEN AB
,SVENSKA IMAGOINSTITUTET
5567826424,SVENSKA KEMISTSAMFUNDET SERVICE AB
8572008814,SVENSKA KLASSIKERFÖRBUNDET
8020018001,SVENSKA KOMMUNAL - TEKNISKA FÖ
2520014883,Svenska kyrkan
8020049683,"SVENSKA LIVRÄDDNINGSSÄLLSKAPET, SLS"
5569329013,SVENSKA LJUDTEKNIKERNA AB
5564010774,SVENSKA MONTAGE & ENTREPRENAD AB
8020107911,SVENSKA MONTESSORI FÖRBUNDET
5564557725,SVENSKA MÄSSAN AB/VITALIS (FB)
8572053463,SVENSKA NARKOTIKAPOLISFÖRENINGEN
8020024280,SVENSKA NATURSKYDDSFÖRENINGEN
,SVENSKA NYCKELREGISTRET
5564795747,SVENSKA OSTINDISKA COMPANIET AB
5568951262,SVENSKA PEDAGOGPOOLEN AB
8020026590,SVENSKA PIANOPEDAOGFÖRBUNDET
5564940947,SVENSKA REHAB INFO AB
5566646005,SWENSKA REWANSCH AB (FB)
8572024076,SVENSKA SCOUTFÖRBUNDET PORTHÄLLA SC
8020029719,SVENSKA SIMFÖRBUNDET
5569016511,SVENSKA STÖDBOENDEN & OMSORG AB
5564154259,SVENSKA TURISTFÖRENINGEN STF AB
5568208879,SVENSKA ULLBEREDNINGEN AB/BOELVE - LEKFULLHET I GENERATIONER
,SVENSKE GUIDE
8020084102,SVENSKT PROJEKT FORUM
5560752577,SVENSSON I LAMMHULT
8024261250,SVERIGE FÖR UNHCR INSAMLINGSSTIFTELSE
7164449725,SVERIGEFINSKA SKOLAN I GBG EK
8551001616,SVERIGES ELEVRÅD-SVEA
2220000315,SVERIGES KOMMUNER OCH LANDSTING
5561550202,SVERIGES KOMMUNIKATÖRER AB
8551009684,SVERIGES MUSLIMSKA STIFTELSE
8020041284,SVERIGES PSYKOLOGFÖRBUND
8260022655,SVERIGES SKOLCHEFER
8020037019,SVERIGES VETRINÄRFÖRBUND
5561036913,SVERIGETAXI 180200
5564695350,SVERIGETAXI I STOCKHOLM AB
5560813031,SWEROCK AB
5560707142,SVETSMASKINSERVICE AB
5561027896,SVETSTEKNIK
5567689848,SVEVIA AB
5569054876,SWINGKIDS AB
8020167717,SVMF SVENSKA VÄGMARKERINGSFÖRENINGEN
5561914846,SYMASKINSARGENTUREN AB
5567805923,SYMASKINSEXPERTEN I GÖTEBORG AB
5567835391,SYMPOSIUM RESÖ AB
5566077904,SYNOPTIK SWEDEN AB
5563313856,SYNSAM MUNKEBÄCK HUFVUDSAKEN I GBG AB
5568133937,SYSTEMTEXT AB
5563719284,SÅKLART AB
8572041229,SÅNGENSEMBLEN AMANDA
7696010672,Sångglada Barn
5566488523,SÄKERHETSGLASARNA
8572011370,SÄLLSKAPET LÄNKARNA
7696051908,SÄLUNGENS FÖRSKOLA
5569890709,SÄRÖ GÄSTGIVERI
8494004693,SÄRÖ MONTESSORISKOLA DAGGDROPPEN
5562502905,SÄRÖHUS
5569563777,SÄRÖHÄLSAN AB
5566554944,SÄVE BYGGNADS AB
5568421878,SÄVE PLANTSKOLA
5563362176,SÄVEDALENS HEM & KÖK AB
5565832861,SÄVEDALENS MÅLERI AB
5567103394,SÄVSJÖVIKS FÖRSTÄRKTA   FAMILJEHEM
,SÄWSTRÖM UTBILDNING (FB)
5590287560,SÖDERFAMILJER I VÄST AB (FB)
5564962966,SÖDERGREN & EINARSSON AKTIEBOLAG
5562933274,SÖDERTÄLJE TAXI AB
,SÖDERVÄRNS SJUKVÅRDSBUTIK
5564350097,SÖDRA VÄGENS LÅSSERVICE AB
7260000018,SÖDRA VÄTTERBYGDENS FOLKHÖGSKOLA
5566188651,SÖRRED ENERGI AB
5569301012,TABEILU SUSHI
5565906269,TABLA
5561582536,TAGE O SÖNER
5569550857,TAGENE FRITIDSCENTER AB
5564754371,TAJTLAJN AB
5565020772,TALARFORUM I SKANDINAVIEN AB
8572063249,Talattan
,TALLUDDENS FÖRLAG
8020113661,TAM-ARKIV
5560202169,TAMRO DISTIBUTION AB
,TANDLÄKARE RUTGER ENEBARR
,TANT GRÄDDELIN
2120001348,TANUMS KOMMUN
5566926878,TARACAXUM AB
9697066026,TASTE OF PASSION HB
5566369541,TAXI 10 000 AB
5563249118,TAXI ALINGSÅS AB
5563011823,TAXI DIREKT I VÄSTERBOTTEN AB
5563342285,TAXI GÄVLE 129000 AB
7572004351,TAXI GÖTEBORG EK. FÖR.
5562985753,TAXI HALMSTAD
5564250859,TAXI KURIR I GÖTEBORG AB
5562606060,TAXI KURIR I STOCKHOLM AB
5567342703,TAXI KURIR UMEÅ TAXI MIX AB
5562787894,TAXI SUNDSVALL
5563078608,TAXI TIDAHOLM AB
5563549996,TAXI TRELLEBORG AB
5566714209,TAXI ÅRE AB
5563347078,TAXI ÄNGELHOLM
5563634756,TAXI ÖSTERSUND 199 000 AB
5565425666,TAXIBIL I ÖSTERGÖTLAND AB
9165543498,TB MILJÖ O VVS-TEKNIK KB
7696092597,"TCD GÖTEBORG/SÄVE EK.FÖR.,VILLA SOL"
5564658507,TDC SVERIGE AB (FB)
5566813357,TEAM ASSISTANS I GÖTEBORG
5566437652,TEAM WORK TRADING AB
5566485123,TEAMBO I GÖTEBORG AB
5567986392,TEAMBO KONSULT AB
5569592198,TEAMBO SPECIALBOENDE AB
5590278163,TEAMKONCEPT AB (FB)
5563859825,TEATER AFTONSTJÄRNAN AB
8024335674,TEATER EKSEM
8572055310,TEATER JAGUAR
8572087602,"TEATER KURAGE, HAGATEATERN"
7164445459,TEATER UNO
5564566254,TEATERFÖRBUNDETS SERVICEBOLAG
5567127823,TECHMARKET SWEDEN AB (FB)
5565925699,TECHPACK/TECHNIKAL PACKAGING SYSTEM
5564920360,TEEM COMBUSTION GROUP
5566142914,TEJARPS FÖRLAG AB
,TEJ-PSYKOTERAPI
,TEK INTERNATIONAL
5565506309,TEKIS AB
5564569894,TEKNOLOGISK INSTITUT AB
5562675164,TELE2 SVERIGE AB
5563865442,TELEBRÖDERNA LARMTEKNIK AB
5567829303,TELEGRAM BOKFÖRLAG AB
8551008330,TELEKÖREN
5564210309,TELENOR SVERIGE AB
5564381449,TELENTA AB
5568302458,TELGE VÅRD AB
5564046661,TELIASONERA FINANS AB
5564300142,TELIASONERA SVERIGE AB
5564540861,TELLSTEDT I GÖTEBORG AB
5564298213,TELLUSTALK
,TEMANG
5561641118,TEMPORENT AB
5566813977,TENANT & PARTNER AB
5563299113,TENGBOM TENGBOMGRUPPEN AB
5562704618,TENTE AB
9168358688,TERAVIS HB
5565506754,TERRAMOTO AB
5562301639,TERVIX AB
9164505696,TEXTILHUSET SWELOGENT
5565385043,TEXTILIA TVÄTT & TEXTILSERVICE AB
5561731679,TG VENTILATION AB
5560418468,TH. PETTERSSON
5566107347,THAI CUISINE I GÖTEBORG AB
5568810559,THAI SAMILA AB
5565017810,THAMSTORPS BOENDE & REHAB AB
5567900310,THE COMPADRES - KOMMUNIKATIONSBYRÅ
8551009148,The English School in Gothe
5563679470,THE GOLDEN DAYS
5565573077,THE INTERACTIVE INSTITUTE II AB
,THE STORY
9165259574,THE WATER COMPANY
8024245048,Theresias katolska förskola
5562763655,THOMAS BETONG AB
5565185450,THOMAS RENSTRÖMS LIVS AB
5568902653,THOREN INNOVATION SCHOOL
5560044447,TIBNOR
5562339142,TICKET PRIVATRESOR AB
5562536341,TICKET RIKSKUPONGER/EDENRED SWEDEN
5564012887,TICKNET AB
5590228051,TIDSTRAND SPORT AB
5565596151,TIETO SWEDEN HEALTHCARE & WELFARE AB
5566453915,TIGERTON AB
5564717717,TIME CARE AB
5566353131,TIME IT AB
5566935770,TIMELN AB
,TINA SJÖGREN LEG. PSYKOLOG
5567545131,TINDRA LEK OCH LÄRANDE AB
,TINTENFISCH
5561554873,TIPP FASTIGHETS AB
8572058819,Tippen
9697729433,TISTRON HB
5561361550,TITELDATA AB
8024609284,TJEJJOUREN VÄST
5566579438,TJUST BEHANDLINGSFAMILJER AB
5564580990,TJÄNSTMÄNNENS UTBILDNINGSHUS AB
5566302682,TJÖRNBAGARN AB
9168395565,TJÖRNBRO PARK/KONSULTKEDJAN
2120001306,TJÖRNS KOMMUN
5567612485,TMJ GOLFRESTAURANG AB
5567911978,TMJ LORENSBERG AB
5562177807,TNT SVERIGE AB
,"Tobela, Hanadi"
5563493997,TOLK.NET I GÖTEBORG AB
5569404535,TOLKEXPRESSEN AB
2220002972,TOLKFÖRMEDLING VÄST
5563991966,TOLWERS ENTREPRENAD AB
5567829568,TOMORROW AB
5567887475,TOOLAB VERKTYG AB
5565470134,TOOLS MOMENTUM AB
5560605882,TOOLS SVERIGE AB
5566746144,TOP HYGIEN AB
5565134045,TOPLUX AB
5569484859,TOPOLL AB (GOTTEPOJKARNA)
5568973605,TOREHAMMAR CONSULTING & ASSISTANS AB
5560848110,TORG KROGEN
5565268660,TORMAX SVERIGE AB
5567801864,TORSLANDA BLOMSTERHANDEL AB
5561069872,TORSLANDA ENTREPENAD AB
5567499966,TORSLANDA FISK AB
,TORSLANDA FRUKTHALL
5566313259,TORSLANDA KULTURHUS AB
5560912106,TOSHIBA TEC NORDIC AB
5563205078,TOTALINSTALLATION I GÖTEBORG
5164024902,TOYSRUS TOP-TOY A/S
5568873904,TRAFIKSYSTEM VÄST AB
2021006297,TRAFIKVERKET
30337240,TRAKTÖRENS FOTOKLUBB C/O TORE HJE
2120001462,TRANEMO KOMMUN
5565126025,TRANSART
2021006099,TRANSPORT STYRELSEN
2021006099,TRANSPORTSTYRELSEN
2021006099,TRANSPORTSTYRELSENS TRÄNGSELSKATT
8024394721,TRAPPA UPP
5564026341,TRE ART REKLAMBYRÅ AB
9697432129,TRE STIFTELSER SERVICE HB
5567928469,TREA ASSISTANS AB
5568507478,TREATIS AB
5563348407,TREHÖRNA OMSORGER AB
5568708951,TREKLÖVERN I FALKÖPING AB
5564510765,TREMEDIA I BORÅS AB
5560889734,TRESS SPORT OCH LEK AB
5568204639,TRIART FILM AB
5565075362,TRIPNET AB
5565894614,TRIPPUS EVENT SOLUTION AB
5565551701,TRIVECTOR TRAFFIC AB
5569037277,TRIVSELLEDARE I SVERIGE AB
2120001546,TROLLHÄTTANS KOMMUN
8572047135,Trollstugan
5568205131,TROLLÄNGEN GÖTEBORG AB
5567266662,TROMAN AB
5565041075,TROTULA AB
5561581512,TRUCK&MASKINSERVICE AB
5566221627,TRUST SECURITY AB
5567993695,TRYCKLUFTSERVICE I VÄST AB
5561741009,TRYCKNU PRODUKTION I STOCKHOLM AB
5568861305,TRYGGA VÄGEN
8572042458,Trädet
5565645990,TRÄDGÅRDSFORUM AB
5567890362,TSG HOLDING AB
5566413901,TSM DAGLIG VERKSAMHET AB
5565743977,TSURUMI INTEC PUMP AB
5560990193,TT-SA ÅKERI AB
2021000969,TULLVERKET
9697539923,TUNA STORE HANDELSBOLAG
5566639968,TUNAREDS HELENTREPRENAD AB
5561351197,TUNSTALL AB
5562021237,TUVE BYGG AB
5563890168,TUVE MÅLERI AB
8572054792,Tuvegranen
5565206355,TVÅTUMFYRA
5566164355,TVÅÅKERS MARKISEN
8572037722,TYNNEREDS SCOUTKÅR
5563994382,TYRAB ENERGI & MILJÖ AB
5561947986,TYRÉNS AB
2120000118,TÄBY KOMMUN
5562625672,TÖRNERS BYGGVAROR AB
5561230458,TÖRNROSA
5561375113,UC AB
5560366170,UDDEVALLA ENERGI
2120001397,UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING
5565508339,UK PORTSERVICE AB
5564259108,ULLEVI KONFERENS OCH KIOSKER AB
5590035241,ULMUS AB
5568242472,ULNA AB
2120001579,ULRICEHAMNS KOMMUN
5569562738,ULVESOUND COMMUNICATION AB
5564971413,UMEÅ KONGRESSBYRÅ AKTIEBOLAG (FB)
5562465426,UMEÅ TAXI AKTIEBOLAG
5569636631,UNARAN AB/ THE MONSOON
8572049685,UNG FÖRETAGSAMHET GÖTEBORGSREGIONEN
5565690178,UNIBASE
5590415021,UNIBROS PRODUCTION AB
5566852603,UNIFIED MESSAGING SYSTEMS AB
5566370341,UNIFLEX SVERIGE AB
5560647801,UNIGRAPHICS AB
5561187179,UNILABS AB
5560116146,UNILEVER SVERIGE AB
5562550417,UNITEAM AB (FB)
5020709571,UNIVAR B.V.
7696237887,UNIVERSALTORGET EK. FÖRENING
5565487427,UNIVERSEUM AB
8024531652,UPPHANDLINGSRÄTTSLIGA FÖRENING
2120003005,UPPSALA KOMMUN
5562916345,UPPSALA TAXI 100 000 AB
2021002932,UPPSALA UNIVERSITET
5561094532,UPS (SWEDEN) AB
5564386950,UR & PENN AB
,URMAS AGENTUR
5565444717,UTBILDNINGSBOLAGET JAKOB LUNDS AB
5563802452,UTBILDNINGSSTADEN AB
7164450079,Utbytingen
9696419515,UTGÅRDS TRAFIKSKOLA HB
,UTIKULIGT C/O ANDERS OHLSSON
8020059518,UTRIKESPOLITISKA INTSTITUTET
7164446945,Utsikten
5562533512,UTVECKLINGSCENTRUM HARALD O GUN-BRI
8572032012,V FRÖLUNDAS KONSTÅKNINGSKLUBB
5565247789,W.AHLSTRÖMS KONDITORI AB
5566615414,V.P ASSISTENTSERVICE AB
5561020065,WACKER NEUSON AB
5560359787,WAGNEFORS BILUTHYRNING
7696130223,WALDORFFÖRSKOLAN VÄSTANVIND EK. FÖRENING
5566193602,VALENCE CONSULTING AB
5567209928,WALLENSTAM AB
5567619076,WALLENSTAM AB
9696376392,WALLENSTAM AB (PUBL)
9164468564,WALLENSTAM AB / KB MYRAN NR 30
2120000027,VALLENTUNA KOMMUN
5567673255,WALLINS FASTIGHETSSERVICE AB
5566242367,WALLSTREET MEDIA AB
2120002924,VARA KOMMUN
2120001249,VARBERGS KOMMUN
5564401973,VARBERGS STADSHOTELL
5562259589,VARBERGS TAXI AB
5565736450,VARDAGA ÄLDREOMSORG AB
5560552605,WARNER MUSIC SWEDEN AB
5564612959,VARSAM
5567559462,VARSEGO SVERIGE AB (FB)
8572019183,WARTA IF
8572094905,VARVSHISTORISKA FÖRENINGEN I GÖTEBO
,VASA BAR
,WASA BERÖRINGSCENTRUM
8572022195,VASA HEMMET
5563119204,WASA KREDIT
5563119204,WASA KREDIT AB
5567040935,WASA LARM AB (FB)
7164451739,VASA NEON FÖRSKOLA
5566439567,VASAG 9 FEST & KONFERENS AB
8572027434,VASASKOLAN
5564491602,VASSBO BEHANDLINGSHEM AB
5564442621,WATERBOYS BEVATTNINGSSYSTEM
5565297065,VATTENFALL KUNDSERVICE AB
5565653937,VATTENTORNET AQUA CONCILIO AB
5565559084,VATTENTORNET FRISKT VATTEN AB
5566139852,VA-UTVECKLING I VÄXJÖ AB
5566086103,VBK KONSULTERANDE INGENJÖRER AB
5565620761,VCON VVS-KONSULT AB
5590086152,WE DO CARE INTEGRATION AB
5564302593,VEAB MARK & TRÄDGÅRD AB
5568472640,WEBACK AB
,WEDBERG FÖRLAG & UTBILDNING
,WEE TURNÉ SERVICE
5569559841,WEEDOTECH AB ( FB)
5563013472,VEG TECH AB (FB)
5568973860,VEGETARISK TALLRIK 18B
5560720244,WEJO
5566154406,WELCOM
5566204029,VELDI AB
2120001033,VELLINGE KOMMUN
5567655286,VELTEK AB
5564586872,VENTAB STYR AB
5568923097,VENTILATIONSGRUPPEN SERVICE I GÖTEB
5562111343,VENTILATIONSKONTROLL AEOLUS AB
5566230354,VENTONOVA SYSTEM AB
5562076272,VENTUM VENTIL &  INSTRUMENT AB
5561586222,VENTUR TEKNISKA AB
5563514347,VERIFONE SWEDEN AB
5567535272,VERTISEIT AB
5566878962,WESTERMO DATA COMMUNICATIONS AB
5560288648,WESTERSTRAND URFABRIK AB
5566909809,WESTEVENT AB
,WESTSOUND
5569502361,VETENSKAPSMEDIA I SVERIGE AB
5567716583,Vetenskapsskolan
5567347280,WEZUPPORT SOLUTIONS EUROPE AB
5567432405,VH ASSISTANS AB
5567440002,WH RÖR AB
5561401018,WHITE ARKITEKTER AB
5568431596,VI ASSISTANS AB
5569795775,VI LÄR OSS AB
5562629716,VIA EGENCIA SWEDEN AB
7696052146,VIA NOVA KOOPERATIV EK. FÖR.
5560752080,WIAB ENTREPRENAD AB
5566207519,VIACON
5561134064,VIAMETRICS AB
5563047041,VIASAT AB
5564537560,WIBO FRUKT&GRÖNT AB
7696043608,VICTORIASKOLAN
5562113828,WIDA BIL AB
5562326115,VIDAMIC ERGONOMICS ER SWEDEN AB
7696038228,Vidkärrs Montessoriförskola
SAKNAS,VIKING LINE ABP
5567666879,WIKTORSON HJÄLPMEDEL AB
5561659565,VIKT-VÄKTARNA AB
SAKNAS,WILD REPUBLIC EUROPE (DANMARK)APS
7164452182,Vildingen
5567867832,VILDMARKENS HVB AKTIEBOLAG
7696141550,Vildrosen
5562370402,VILHELMINA TAXI AB
5564814852,VILLA ARELID AB
5567725279,VILLA BELPARC AB
5566466610,VILLA BREVIK
5569178725,VILLA ELVIRA AB
5566564885,VILLA LEVA AB
5569931727,VILLA MARITIME MARSTRAND
5566641337,VILLA ODINSLUND
7164451226,Villa Ramnebacken
5565577938,VILLA SLUSSEN I SAND AB
8572048174,VILLA VILLEKULLA DAGHEMSFÖRENING
5566969860,VILLA VITA MULLSJÖ AB
7696123392,VILLA VÄGEN UT! KARIN
9696669507,WILLHEM AB
5561632232,WILLYS AB C/O AXFOOD SSC AB
5567294094,WILSONWEST AB (FB)
5562821925,WIMAB
5564847324,WINDCORP/ JAVI MUSIK AB
5568341241,"VINGAR SOM BÄR, ASS & UTV AB"
5566704986,VINO PASTA DUE AB
5566155445,WIRELESS MAINGATE NORDIC AB
5564717394,WIRÉNS SCENTEXTILIER AB
8024393301,VIS C/O LAGERN AKADEMIKERSERVICE AB
5568862162,VISA UPPSKATTNING NORDEN AB
5564395670,VISMA COLLECTORS AB
5565338745,VISMA COMMERCE (FB)
5563293280,VISMA ENTERPRISE AB
5563545226,WITRE AB
7696075436,Vitsippan
5563758399,VITTRA AB
5564586716,Vittra vid Kronhusparken
5564586716,VITTRASKOLORNA AB
5561612168,VITTSJÖ SJUKHEM AB
5565620357,WITU AB
5565188116,VIVESTRA BRANDSKYDD AB
,VIVIA ART
5565022976,VIZEUM SVERIGE AB
5568183361,WMP KOMMUNIKATION OCH DESIGN AB
5562266097,WOLTER KLUWER SVERIGE AB
5562266097,WOLTERS KLUWER SVERIGE AB
5560566266,VOLVO BIL I GÖTEBORG AB
5560727777,VOLVO TRUCK CENTER SWEDEN AB
5560690967,VOLVOFINANS KONTO AB
5566408380,VON ROSENS ENTREPRENAD AB
